example_index,turn,condition,k,score,output,requested_key_indices,active_key_indices,active_requested_key_fraction,active_context_count,selected_count,selected_positions,selected_overlap_fraction,active_overlap_fraction,generation_s,query_score_s,transfer_ms,inject_ms,answer_tokens,target_active_context_count,base_active_context_count,evicted_buffer_count,evicted_buffer_bytes,active_budget_gap,active_context_matches_target
0,2,CurrentQOnly-K,80,1.0," 54180,84993","[4, 5]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 24466, 24467, 24468, 24470, 24473, 24475, 24476, 24477, 24482, 24485, 24486, 21619, 21620, 21621, 21633, 21635, 21636, 21637, 21638, 21640, 21641, 14061, 14062, 14063, 14068, 14069, 14070, 14078, 14081, 21618, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 18, 20, 9942, 9943, 9944, 9945, 9946, 9951, 9957, 9958, 9959, 9960, 9961, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.108696,0.869565,0.270003,7.327315,1.029769,4.360917,13,18512,18432,14336,822083584,0,True
0,3,CurrentQOnly-K,80,1.0," 58562,31549","[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 9796, 9804, 24466, 24467, 24468, 24469, 24470, 24473, 24475, 24476, 24477, 24478, 24482, 24486, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 14061, 14069, 14070, 14081, 13843, 13844, 13845, 13858, 13860, 13863, 13864, 13865, 17, 18, 9943, 9944, 9945, 9946, 9947, 9950, 9951, 9952, 9953, 9954, 9957, 9958, 42, 43, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 13842]",0.326087,0.76087,0.270564,7.351986,1.033166,4.616128,13,18512,18432,14336,822083584,0,True
0,4,CurrentQOnly-K,80,1.0," 74808,35413","[0, 1]","[1, 2, 3, 4, 5, 6, 7]",0.5,18512,80,"[24466, 24467, 24468, 24476, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 17, 18, 42, 43, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 6018, 6019, 6020, 6021, 6022, 6023, 6025, 6026, 6027, 6028, 6034, 6037, 6039, 6041, 13842, 13843, 13844, 13845, 13857, 13858, 13859, 13860, 13861, 13862, 13863, 13864, 6042, 28531, 28532, 28533, 28535, 28536, 28538, 28545, 28546, 28548, 28549, 28550]",0.217391,0.347826,0.271103,7.29978,1.03844,4.413583,13,18512,18432,14336,822083584,0,True
0,0,Random-K,80,1.0," 93329,60910","[6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.315722,0.0,0.0,0.0,13,32768,32768,0,0,0,True
0,1,Random-K,80,0.0," 58562,35137","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[14685, 14686, 14687, 14688, 14689, 14690, 14691, 14692, 14693, 14694, 14695, 14696, 14697, 14698, 14699, 14700, 14701, 14702, 14703, 14704, 14705, 14706, 14407, 14408, 14409, 14414, 14415, 14416, 14417, 14418, 14419, 14420, 14421, 14422, 14423, 14424, 14425, 14426, 14427, 14428, 14429, 30023, 30024, 30027, 30028, 30029, 30030, 30031, 30034, 30035, 30038, 30043, 5245, 5246, 5247, 5248, 5249, 5250, 5251, 5252, 5253, 5254, 5255, 5257, 5258, 5259, 5260, 5261, 5262, 5263, 5264, 5266, 23758, 23760, 23763, 23764, 23765, 23766, 23768, 23769]",0.0,0.152174,0.26903,0.0,0.816172,4.163207,13,18512,18432,14336,822083584,0,True
0,2,Random-K,80,1.0," 54180,84993","[4, 5]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[20826, 20827, 20828, 20829, 20830, 20831, 20832, 20833, 20834, 20835, 20836, 20837, 20838, 20839, 20840, 20841, 20842, 20843, 20844, 20845, 20846, 20847, 20848, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 3812, 3813, 3814, 3815, 3816, 3817, 3819, 3820, 3821, 3822, 3823, 3826, 3827, 3828, 18705, 18706, 18707, 18708, 18711, 18712, 18713, 18714, 18716, 18718, 18719, 18720, 18721, 18724, 18725, 18726, 18727, 4243, 4244, 4245]",0.0,0.826087,0.27094,0.0,0.809441,4.214835,13,18512,18432,14336,822083584,0,True
0,3,Random-K,80,0.5," 54180,31549","[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[21158, 21159, 21160, 21161, 21162, 21163, 21164, 21165, 21166, 21167, 21169, 21170, 21171, 21172, 21173, 21176, 21177, 21179, 27596, 27597, 27598, 27608, 27610, 27612, 27614, 27615, 27616, 5553, 5554, 5555, 5556, 5557, 5558, 5559, 5560, 5561, 5562, 5563, 5564, 5565, 5567, 5568, 5569, 5570, 5571, 5572, 5573, 24512, 24513, 24514, 24515, 24516, 24518, 24519, 24524, 24526, 24530, 24531, 24532, 24534, 14467, 14468, 14469, 14470, 14471, 14472, 14473, 14474, 14475, 14476, 14477, 14478, 14479, 14480, 14481, 14482, 14485, 14486, 14487, 14488]",0.0,0.456522,0.271636,0.0,0.837958,4.205851,13,18512,18432,14336,822083584,0,True
0,4,Random-K,80,0.0," 58562,35137","[0, 1]","[1, 2, 3, 4, 5, 6, 7]",0.5,18512,80,"[11511, 11514, 11521, 11528, 11531, 11532, 11533, 11540, 11541, 11545, 11546, 18168, 18169, 18170, 18171, 18172, 18174, 18176, 18181, 18187, 18188, 18189, 18190, 28156, 28158, 28159, 28160, 28161, 28162, 28163, 28164, 28165, 28166, 28167, 28168, 28169, 28172, 28173, 28175, 28177, 28178, 7227, 7229, 7230, 7236, 7237, 7238, 7240, 7241, 7242, 7243, 7244, 7245, 7247, 7248, 7249, 19038, 19039, 19040, 19041, 19042, 19043, 19044, 19045, 19046, 19047, 19048, 19049, 19050, 19051, 19052, 19053, 19054, 19055, 19056, 19057, 19058, 19059, 19060, 6209]",0.0,0.173913,0.272436,0.0,0.834194,4.23901,13,18512,18432,14336,822083584,0,True
0,0,Oldest-K,80,1.0," 93329,60910","[6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.314997,0.0,0.0,0.0,13,32768,32768,0,0,0,True
0,1,Oldest-K,80,0.0," 58562,35137","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[4, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97]",0.0,0.152174,0.271182,0.0,0.77306,4.194699,13,18512,18432,14336,822083584,0,True
0,2,Oldest-K,80,1.0," 54180,84993","[4, 5]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83]",0.0,0.804348,0.26997,0.0,0.786305,4.220242,13,18512,18432,14336,822083584,0,True
0,3,Oldest-K,80,0.5," 54180,31549","[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83]",0.0,0.456522,0.27,0.0,0.765016,4.196684,13,18512,18432,14336,822083584,0,True
0,4,Oldest-K,80,0.0," 58562,35137","[0, 1]","[1, 2, 3, 4, 5, 6, 7]",0.5,18512,80,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85]",0.0,0.173913,0.275761,0.0,0.807428,4.142342,13,18512,18432,14336,822083584,0,True
0,0,StaleQ-K,80,1.0," 93329,60910","[6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.314945,0.0,0.0,0.0,13,32768,32768,0,0,0,True
0,1,StaleQ-K,80,0.5," 74808,35133","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9783, 9785, 9787, 9789, 9790, 9794, 9796, 9798, 9803, 9805, 24466, 24467, 24468, 24469, 24470, 24473, 24476, 24477, 24478, 24482, 24485, 24486, 14059, 14061, 14066, 14068, 14069, 14070, 14071, 14078, 14081, 4, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 24, 25, 26, 2021, 2022, 2023, 2024, 2025, 2026, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2020, 2044, 6017, 6018, 6019, 6020, 6021, 6022, 6025, 6026, 6027, 6028]",0.521739,0.673913,0.308504,8.165479,0.983378,4.343634,13,18512,18432,14336,822083584,0,True
0,2,StaleQ-K,80,1.0," 54180,84993","[4, 5]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 24466, 24467, 24468, 24470, 24473, 24475, 24476, 24477, 24482, 24485, 24486, 14061, 14068, 14069, 14070, 14078, 14081, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 6018, 6019, 6020, 6027, 6033, 6034, 6035, 6036, 6037, 6038, 6039, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 9942, 9944, 9945, 9946, 9957, 9958, 9959, 9961, 2024, 2025, 2026, 2027]",0.0,0.826087,0.27055,7.283935,1.02009,4.349159,13,18512,18432,14336,822083584,0,True
0,3,StaleQ-K,80,0.5," ,31549","[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 9796, 9804, 24466, 24467, 24468, 24469, 24470, 24473, 24475, 24476, 24477, 24478, 24482, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 14061, 14069, 14070, 14081, 32464, 42, 43, 28531, 28532, 28533, 28535, 28536, 28538, 28544, 28546, 28548, 28551, 21633, 21635, 21636, 21637, 21638, 21639, 21640, 21641, 21642, 21643, 21644]",0.0,0.434783,0.177942,7.024105,1.04615,4.447845,7,18512,18432,14336,822083584,0,True
0,4,StaleQ-K,80,0.5," 74808,35133","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 24, 25, 26, 14061, 14070, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 28531, 28538, 28540, 28542, 28547, 28548, 28549, 28550, 13857, 13859, 13860, 13862, 13863, 13865, 13866, 13867, 13876, 6016, 6018, 6034, 11444, 11445, 11447, 11453, 11455, 11456, 11457, 11458, 11459, 11460, 11461, 11462, 11463, 16891, 16892, 16893, 16894, 16896, 16897, 16899, 16902, 16910, 16912, 41]",0.043478,0.608696,0.338613,7.644533,1.029354,6.879502,13,18512,18432,14336,822083584,0,True
0,0,StaleQOnly-K,80,1.0," 93329,60910","[6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.369316,0.0,0.0,0.0,13,32768,32768,0,0,0,True
0,1,StaleQOnly-K,80,0.5," 74808,35133","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9783, 9785, 9787, 9789, 9790, 9794, 9796, 9798, 9803, 9805, 24466, 24467, 24468, 24469, 24470, 24473, 24476, 24477, 24478, 24482, 24485, 24486, 14059, 14061, 14066, 14068, 14069, 14070, 14071, 14078, 14081, 4, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 24, 25, 26, 2021, 2022, 2023, 2024, 2025, 2026, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2020, 2044, 6017, 6018, 6019, 6020, 6021, 6022, 6025, 6026, 6027, 6028]",0.521739,0.673913,0.307358,7.999387,1.123165,4.903021,13,18512,18432,14336,822083584,0,True
0,2,StaleQOnly-K,80,1.0," 54180,84993","[4, 5]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 24466, 24467, 24468, 24470, 24473, 24475, 24476, 24477, 24482, 24485, 24486, 14061, 14068, 14069, 14070, 14078, 14081, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 6018, 6019, 6020, 6027, 6033, 6034, 6035, 6036, 6037, 6038, 6039, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 9942, 9944, 9945, 9946, 9957, 9958, 9959, 9961, 2024, 2025, 2026, 2027]",0.0,0.826087,0.334525,8.110801,1.083092,6.800772,13,18512,18432,14336,822083584,0,True
0,3,StaleQOnly-K,80,0.5," ,31549","[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 9796, 9804, 24466, 24467, 24468, 24469, 24470, 24473, 24475, 24476, 24477, 24478, 24482, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 14061, 14069, 14070, 14081, 32464, 42, 43, 28531, 28532, 28533, 28535, 28536, 28538, 28544, 28546, 28548, 28551, 21633, 21635, 21636, 21637, 21638, 21639, 21640, 21641, 21642, 21643, 21644]",0.0,0.434783,0.211006,8.209302,1.197069,5.075555,7,18512,18432,14336,822083584,0,True
0,4,StaleQOnly-K,80,0.5," 74808,35133","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[9785, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 24, 25, 26, 14061, 14070, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 28531, 28538, 28540, 28542, 28547, 28548, 28549, 28550, 13857, 13859, 13860, 13862, 13863, 13865, 13866, 13867, 13876, 6016, 6018, 6034, 11444, 11445, 11447, 11453, 11455, 11456, 11457, 11458, 11459, 11460, 11461, 11462, 11463, 16891, 16892, 16893, 16894, 16896, 16897, 16899, 16902, 16910, 16912, 41]",0.043478,0.608696,0.307685,8.038034,0.985181,4.442987,13,18512,18432,14336,822083584,0,True
0,0,Gold-K,80,1.0," 93329,60910","[6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.420716,0.0,0.0,0.0,13,32768,32768,0,0,0,True
0,1,Gold-K,80,1.0," 74808,35413","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[2025, 2024, 2023, 6022, 6020, 2026, 6021, 2022, 6019, 6018, 2021, 6025, 2019, 2034, 2016, 2015, 6016, 2017, 6033, 2020, 2018, 6012, 2033, 2029, 6017, 2030, 6014, 6026, 6027, 2028, 2031, 2032, 6028, 6013, 6011, 6030, 2012, 2014, 2013, 9785, 24468, 14061, 6, 9944, 39, 25842, 10, 9943, 7, 9942, 16893, 11444, 5, 21618, 9957, 27, 21710, 9946, 2035, 26, 11, 9945, 9950, 5390, 9952, 1595, 20562, 33, 31, 9939, 9940, 3660, 1199, 5843, 7477, 9951, 44, 6061, 34, 17561]",0.847826,1.0,0.360286,8.046392,1.085935,7.484077,13,18512,18432,14336,822083584,0,True
0,2,Gold-K,80,1.0," 54180,84993","[4, 5]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[21621, 17726, 21620, 21633, 17717, 21619, 17719, 21618, 17720, 21614, 17716, 21615, 9785, 24468, 14061, 23, 6, 20, 9944, 22, 9945, 6018, 6020, 6019, 21710, 25842, 32432, 2019, 16893, 2021, 2026, 9942, 11444, 39, 9943, 10, 6016, 2016, 2015, 13842, 27267, 19256, 2017, 2034, 7, 17561, 2035, 20562, 9957, 6033, 6015, 2027, 6012, 11080, 9946, 17882, 9939, 5, 11, 20567, 6014, 2018, 2023, 2024, 9940, 2025, 2020, 21702, 26, 6021, 9936, 29544, 20563, 23251, 2022, 5390, 21711, 33, 9951, 27995]",0.26087,1.0,0.309586,8.232784,1.142654,4.751925,13,18512,18432,14336,822083584,0,True
0,3,Gold-K,80,1.0," 58562,31549","[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[13845, 9945, 13844, 9947, 9944, 9946, 13843, 13836, 13842, 9942, 9943, 13840, 9957, 13835, 9950, 9952, 9940, 9951, 9938, 9936, 9939, 9937, 9941, 9953, 9954, 9935, 9785, 24468, 21, 14061, 19, 23, 20, 22, 6, 28531, 6020, 25842, 6018, 2021, 6019, 16893, 39, 21710, 11444, 27267, 7, 10, 14145, 2019, 6023, 21704, 21633, 2016, 6022, 31223, 2017, 2022, 6033, 13858, 2025, 2015, 14519, 27, 2034, 11, 6025, 21702, 20535, 6016, 6021, 2035, 2024, 5, 21615, 16865, 33, 28538, 5390, 6027]",0.565217,1.0,0.3049,8.007511,1.167122,4.781299,13,18512,18432,14336,822083584,0,True
0,4,Gold-K,80,1.0," 74808,35413","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,18512,80,"[6020, 6021, 6023, 6022, 2026, 2034, 6019, 2025, 2023, 6018, 2024, 6025, 2021, 2029, 2022, 2019, 2016, 2017, 6012, 2015, 2033, 6016, 6017, 2028, 2027, 6027, 6015, 2030, 6026, 2020, 6014, 2018, 2031, 2032, 6028, 6013, 2012, 2014, 2013, 6011, 24468, 21, 19, 20, 23, 6, 13844, 28531, 9944, 39, 13845, 25842, 13843, 7, 11444, 16893, 21710, 9943, 13857, 13842, 17717, 27267, 2035, 10, 21618, 13840, 5, 20563, 21704, 9957, 13838, 21703, 21616, 30179, 11, 27, 33, 21633, 30199, 21615]",0.869565,1.0,0.312808,8.146262,1.229644,4.883259,13,18512,18432,14336,822083584,0,True
1,0,Full,80,1.0," 48874,53366","[6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,2.66798,0.0,0.0,0.0,13,32768,32768,0,0,0,True
1,1,Full,80,1.0," 85503,36188","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.364921,0.0,0.0,0.0,13,32768,32768,0,0,0,True
1,2,Full,80,1.0," 95355,99886","[4, 5]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.364586,0.0,0.0,0.0,13,32768,32768,0,0,0,True
1,3,Full,80,1.0," 34016,11301","[2, 3]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.421574,0.0,0.0,0.0,13,32768,32768,0,0,0,True
1,4,Full,80,1.0," 85503,36188","[0, 1]","[0, 1, 2, 3, 4, 5, 6, 7]",1.0,32768,0,[],0.0,1.0,0.376402,0.0,0.0,0.0,13,32768,32768,0,0,0,True
